"x";"y";"vx";"vy";"t"
-6.37452;47.78789;4.23006093283061;9.50087241099311;0
-5.88506333333333;48.4130316666667;4.45781831874828;11.0334875156522;13897
-5.841485;48.4686266666667;4.22874187298781;11.0162492107333;15026
-5.83225666666667;48.4804866666667;4.53273992323361;11.2189249939507;15264
-5.81093;48.5072483333333;4.33625232620466;11.2963235167488;15819
-5.80634166666667;48.5130333333333;4.33625232620466;11.2963235167488;15927
-5.8008;48.51974;4.20684782814089;11.5582194148988;16065
-5.79556666666667;48.5262333333333;4.26457846288255;11.109606719184;16202
-5.79049333333333;48.53252;3.84170428469165;11.1571193724153;16344
-5.78516333333333;48.538955;4.15706835143201;10.8295333035002;16463
-5.77026666666667;48.5573866666667;4.07003957510513;11.182341828888;16840
-5.76164;48.5680766666667;4.13844386471092;11.3702810699738;17069
-5.75363;48.5782616666667;4.10215887035457;11.9135344132381;17293
-5.74324166666667;48.5914066666667;4.33005651637738;12.5753972358143;17541
-5.72257;48.617705;4.26457846288255;11.109606719184;18096
-5.71764666666667;48.6241516666667;4.10424171990802;11.2763114494309;18215
-5.70741333333333;48.63737;4.13844386471092;11.3702810699738;18482
-5.66872666666667;48.685675;4.10424171990802;11.2763114494309;19479
-5.64888833333333;48.7110766666667;3.80914734505154;11.0625671541687;20042
-5.64340666666667;48.7178916666667;3.97193142228011;11.5353264419683;20170
-5.63637333333333;48.7266616666667;3.90681785348588;11.3462229071918;20324
-5.63017;48.7343966666667;3.93937479312599;11.4407751254384;20482
-5.62078333333333;48.7461266666667;3.67730211518125;11.3175721811131;20751
-5.61169166666667;48.751605;9.42389917088569;7.10141738798128;20866
-5.58732333333333;48.7615233333333;9.82321692590934;7.4023248995573;21230
-5.57874166666667;48.7650266666667;9.70820393249937;7.05342302750968;21328
-5.57006833333333;48.7685866666667;9.70820393249937;7.05342302750968;21468
-5.556375;48.7741516666667;9.7479090145573;6.8255593737754;21635
-5.54626833333333;48.77814;9.50216402623401;6.65348688047418;21777
-5.52326833333333;48.7872583333333;9.8298245314679;6.88291723621255;22129
-5.51311333333333;48.7912716666667;9.50376226490751;7.16159854593516;22269
-5.50088833333333;48.79603;9.98294387559116;7.5226877894006;22419
-5.486535;48.8016433333333;9.78910594055236;7.1122017769612;22608
-5.45126666666667;48.8155566666667;9.32852905772068;5.82911190656525;23144
-5.39593;48.837395;9.50376226490751;7.16159854593516;23912
-5.361515;48.8507366666667;9.91174004837851;6.94027509864971;24416
-5.34545666666667;48.8568383333333;9.58362612056751;7.22178027782458;24617
-5.3346;48.860905;9.50376226490751;7.16159854593516;24756
-5.32578166666667;48.8641883333333;9.87000717706661;7.17097996585703;24880
-5.31553166666667;48.8680133333333;9.42024850932341;6.59612901803703;25013
-5.30317;48.8726616666667;9.46549867987914;6.8770873397108;25203
-5.29139;48.8770766666667;9.62730192444638;6.99464427805815;25340
-5.28196833333333;48.8807166666667;9.58362612056751;7.22178027782458;25476
-5.27333;48.8840366666667;9.3383329924128;6.53877115559988;25606
-5.26339;48.8878866666667;9.71432451821213;7.86650488812297;25746
-5.25482333333333;48.8912566666667;9.94746845487805;8.05530112547126;25850
-5.22888666666667;48.9014683333333;9.53493041924358;7.44950408629668;26231
-5.20314166666667;48.9116866666667;9.02458141586204;6.80050987640525;26626
-5.19407166666667;48.9152283333333;9.3036954353119;6.75953040136344;26717
-5.18503;48.918805;9.10444450988387;6.86069103435914;26856
-5.173915;48.9231966666667;9.18430836554387;6.92087276624856;27039
-5.15199333333333;48.9317466666667;9.26417222120387;6.98105449813797;27366
-5.14213;48.93562;9.74335307024934;7.34214316766788;27477
-5.12062666666667;48.9440983333333;9.42389917088569;7.10141738798128;27772
-5.063135;48.965995;8.98332229051438;7.01854058385629;28581
-5.03613666666667;48.9765233333333;9.0621236664773;7.08010696624507;28976
-5.021565;48.9821816666667;9.2480366448803;7.48891241342639;29167
-4.628555;49.1045666666667;4.00829047809972;-9.92086706701834;35436
