"x";"y";"vx";"vy";"t"
-6.65158333333333;47.4373783333333;3.18287510100227;9.79588229923972;0
-6.60765333333333;47.5052666666667;5.13898215955137;9.27096922931853;1571
-6.60691833333333;47.506225;5.09050101258654;9.18350692496366;1592
-6.606555;47.5066533333333;5.13898215955137;9.27096922931853;1602
-6.60302666666667;47.5110183333333;4.85769826062133;9.53376963886953;1706
-6.60272666666667;47.5114216666667;4.90309748377892;9.62287063118038;1714
-6.602365;47.511905;4.94849627397743;9.71197077376119;1722
-6.56609833333333;47.567665;4.3520820033322;9.77493622253086;2920
-6.564935;47.5696166666667;4.18082300030918;9.84940175636874;2964
-6.56447166666667;47.570455;4.3927558227975;9.86629111678506;2979
-6.564165;47.5709566666667;4.3927558227975;9.86629111678506;2991
-6.56391166666667;47.5713683333333;4.18082300030918;9.84940175636874;3002
-6.56359;47.57193;4.3520820033322;9.77493622253086;3013
-6.56334666666667;47.572345;4.18082300030918;9.84940175636874;3022
-6.56073;47.5770216666667;4.3520820033322;9.77493622253086;3122
-6.55967333333333;47.5788833333333;4.52201532001745;9.69749314842766;3162
-6.55940333333333;47.5793566666667;4.7344084689347;9.70697587146236;3172
-6.558825;47.5802666666667;4.52201532001745;9.69749314842766;3190
-6.55763333333333;47.5820933333333;4.04575128034239;10.0135858061676;3234
-6.557375;47.5825566666667;4.08321172533237;10.1063036610854;3240
-6.557125;47.583015;3.62541364972242;9.96074213879492;3255
-6.55687833333333;47.583525;3.24467844093695;9.98609342109911;3263
-6.55665666666667;47.5839466666667;3.27558025825507;10.0811994355279;3274
-6.55646166666667;47.5844233333333;3.45102256144026;10.0224972620395;3281
-6.55624666666667;47.5849566666667;3.65961546834949;10.0547108631771;3289
-6.55601833333333;47.58548;3.79870040188671;9.89595287700301;3305
-6.55588833333333;47.5858566666667;3.76286347022565;9.80259447822062;3311
-6.55520166666667;47.587265;4.2707347522959;9.59222730524731;3341
-6.554955;47.58772;4.2707347522959;9.59222730524731;3351
-6.55464666666667;47.58827;4.3114085717612;9.6835821995015;3363
-6.55339833333333;47.5904866666667;4.43749174827734;9.51623176388483;3412
-6.55307;47.5910516666667;4.47975373566749;9.60686288831747;3422
-6.55248833333333;47.59196;4.3114085717612;9.6835821995015;3440
-6.551985;47.5927683333333;4.1417501110384;9.7573517977406;3463
-6.55171833333333;47.5932133333333;3.93336923086708;9.73543047295127;3472
-6.55051666666667;47.59564;3.48357919059438;10.1170485785693;3523
-6.55035833333333;47.5960683333333;3.45102256144026;10.0224972620395;3531
-6.54975333333333;47.5975366666667;3.93336923086708;9.73543047295127;3564
-6.54873833333333;47.5997466666667;3.69118994866985;9.61587857098751;3613
-6.548515;47.600295;3.6553530170088;9.52252017220512;3623
-6.5479;47.6015633333333;3.38590868216003;9.83339282554618;3650
-6.54769333333333;47.60206;3.69118994866985;9.61587857098751;3663
-6.54727333333333;47.6030233333333;4.1893875012596;9.40951838796376;3684
-6.54705166666667;47.60342;4.1487136817943;9.31816349370956;3695
-6.546815;47.6038216666667;3.94638454679376;9.29709937101438;3703
-6.54705166666667;47.60342;4.1487136817943;9.31816349370956;3708
-6.54629666666667;47.604755;4.1080402502233;9.22680947068021;3722
-6.54607166666667;47.60516;4.1893875012596;9.40951838796376;3731
-6.54575;47.6056783333333;4.1487136817943;9.31816349370956;3742
-6.54550166666667;47.606115;4.1893875012596;9.40951838796376;3755
-6.54523833333333;47.606545;4.1487136817943;9.31816349370956;3762
-6.54502166666667;47.6069;3.98545743606454;9.38914932964252;3774
-6.54472;47.60743;3.98545743606454;9.38914932964252;3781
-6.544485;47.6078766666667;4.02453069796557;9.4812001661325;3792
-6.54358333333333;47.609555;3.82098718139177;9.45727513973495;3832
-6.54213833333333;47.6123183333333;3.6553530170088;9.52252017220512;3896
-6.516345;47.6499283333333;5.30489226980927;8.82882336072345;4781
-6.51564666666667;47.650865;5.30489226980927;8.82882336072345;4803
-6.51437666666667;47.6524383333333;5.25338826584684;8.74310630366986;4839
-6.51399166666667;47.6529533333333;5.30489226980927;8.82882336072345;4851
-6.51176666666667;47.6559;5.71870986765778;8.80604096342695;4921
-6.51101666666667;47.6567366666667;5.75968701240627;8.5390871554433;4942
-6.509595;47.6584716666667;5.8156059827806;8.6219904383197;4981
-6.50922166666667;47.6588783333333;5.8156059827806;8.6219904383197;4991
-6.50733833333333;47.6608866666667;5.64784853836971;8.37327979905866;5044
-6.50631333333333;47.6620116666667;5.39192623888546;8.30283830273227;5070
-6.50589666666667;47.6625033333333;5.35218477090353;8.56528609468458;5086
-6.50631333333333;47.6620116666667;5.39192623888546;8.30283830273227;5100
-6.50383833333333;47.6649516666667;5.35639578259313;8.91453960031859;5143
-6.50276166666667;47.6661966666667;5.30489226980927;8.82882336072345;5171
-6.50040333333333;47.6691233333333;4.99353918100737;9.00858315035625;5242
-6.50018;47.6695033333333;5.25;9.09326673973661;5253
-6.50040333333333;47.6691233333333;4.99353918100737;9.00858315035625;5260
-6.498585;47.6715916666667;5.25338826584684;8.74310630366986;5302
-6.49824;47.6720533333333;5.25338826584684;8.74310630366986;5310
-6.49627666666667;47.674555;5.30489226980927;8.82882336072345;5371
-6.495885;47.6750516666667;5.35639578259313;8.91453960031859;5383
-6.495595;47.6754333333333;5.19999980926514;9.00666386899569;5395
-6.493985;47.6775766666667;5.51116014587717;8.81969987652215;5442
-6.49366666666667;47.6779566666667;5.45816852267609;8.73489555216353;5451
-6.49327;47.6784716666667;5.30489226980927;8.82882336072345;5464
-6.49189333333333;47.68019;5.75968701240627;8.5390871554433;5503
-6.49082;47.681455;5.71870986765778;8.80604096342695;5531
-6.48976;47.68268;5.8156059827806;8.6219904383197;5563
-6.48798;47.6846516666667;5.60978216453643;8.63830700980158;5610
-6.48758;47.6850916666667;5.71870986765778;8.80604096342695;5622
-6.48680833333333;47.68597;5.55531805327162;8.55443963307961;5644
-6.47636333333333;47.6979883333333;5.51116014587717;8.81969987652215;5937
-6.45810666666667;47.71897;5.56415227444865;8.90450500964247;6432
-6.44711666666667;47.73131;5.61391482004816;9.34312325066965;6720
-6.445315;47.7334716666667;5.51090730330186;9.17168995402091;6769
-6.4445;47.7344483333333;5.6654188240106;9.42884030772324;6791
-6.44189166666667;47.7375116666667;5.9910293851653;9.22537624739966;6863
-6.43670833333333;47.7430583333333;5.9910293851653;9.22537624739966;6993
-5.87668;48.41722;6.30252506320238;11.3700561928121;20780
-5.8668;48.4289016666667;6.15007765158436;11.5666138032697;21002
-5.818455;48.4838316666667;6.0561829808488;11.3900236110624;22059
-5.81527;48.48745;5.81107848325801;11.4048836795571;22130
-5.80609333333333;48.4984083333333;6.0561829808488;11.3900236110624;22339
-5.80262833333333;48.50271;5.24690254052011;11.7847360550996;22421
-5.80143833333333;48.5043116666667;5.56731348060862;11.4146842165681;22451
-5.801085;48.5047383333333;5.40951383088899;11.6007398469336;22459
-5.80069833333333;48.5052783333333;5.36725184349885;11.510108722501;22471
-5.79936;48.5069733333333;5.69882490825801;11.6843226018892;22502
-5.79857666666667;48.5079883333333;5.85647727345652;11.4939838221379;22526
-5.795475;48.51164;5.94727571977169;11.6721858067596;22590
-5.79240666666667;48.5153366666667;5.45177541523895;11.6913701070438;22661
-5.79084666666667;48.5173566666667;5.69882490825801;11.6843226018892;22699
-5.79044333333333;48.51788;5.65498762635378;11.5944428543965;22716
-5.78905333333333;48.51955;5.76567926010043;11.3157826872463;22741
-5.78869166666667;48.5200233333333;5.85647727345652;11.4939838221379;22753
-5.78833166666667;48.5205016666667;5.81107848325801;11.4048836795571;22763
-5.78745833333333;48.521555;5.61115076251285;11.5045639640607;22781
-5.78653;48.522655;5.90187649661411;11.5830848144488;22810
-5.78481333333333;48.524685;5.81107848325801;11.4048836795571;22841
-5.78387833333333;48.5257883333333;5.90187649661411;11.5830848144488;22861
-5.78309;48.5267983333333;5.85647727345652;11.4939838221379;22880
-5.78265833333333;48.527325;5.81107848325801;11.4048836795571;22891
-5.782205;48.5278466666667;5.85647727345652;11.4939838221379;22901
-5.781695;48.5284533333333;5.85647727345652;11.4939838221379;22912
-5.78093333333333;48.5294066666667;5.85647727345652;11.4939838221379;22930
-5.78048833333333;48.5299283333333;5.76567926010043;11.3157826872463;22941
-5.77861166666667;48.5321033333333;5.45177541523895;11.6913701070438;22993
-5.773335;48.5388433333333;5.56731348060862;11.4146842165681;23112
-5.77288666666667;48.5394266666667;5.65498762635378;11.5944428543965;23130
-5.77166666666667;48.5409383333333;5.90187649661411;11.5830848144488;23151
-5.77119833333333;48.541455;6.25404391623755;11.2825938884573;23161
-5.76939333333333;48.54357;5.85647727345652;11.4939838221379;23209
-5.76804166666667;48.5451283333333;5.90187649661411;11.5830848144488;23231
-5.76768166666667;48.545615;5.85647727345652;11.4939838221379;23243
-5.76679166666667;48.546645;5.85647727345652;11.4939838221379;23261
-5.76804166666667;48.5451283333333;5.90187649661411;11.5830848144488;23280
-5.76243833333333;48.55197;5.65498762635378;11.5944428543965;23372
-5.753405;48.5631233333333;5.74266219016224;11.7742023493818;23575
-5.75295;48.5637216666667;5.74266219016224;11.7742023493818;23583
-5.75258666666667;48.5642283333333;5.74266219016224;11.7742023493818;23599
-5.74774;48.570075;5.15765082153237;12.1506638899998;23701
-5.74692833333333;48.5711733333333;5.2875763599854;11.8760909493538;23723
-5.74774;48.570075;5.15765082153237;12.1506638899998;23790
-5.74324166666667;48.57598;5.45177541523895;11.6913701070438;23822
-5.741945;48.577685;5.49403740262909;11.7820012314764;23850
-5.733615;48.588265;5.85647727345652;11.4939838221379;24043
-5.73272833333333;48.589325;5.90187649661411;11.5830848144488;24062
-5.733615;48.588265;5.85647727345652;11.4939838221379;24083
-5.72730333333333;48.5955233333333;5.2875763599854;11.8760909493538;24180
-5.72641;48.5966333333333;5.07950467036056;11.9665630948817;24202
-5.72730333333333;48.5955233333333;5.2875763599854;11.8760909493538;24210
-5.72328833333333;48.6009366666667;4.72004321994157;11.6825169212341;24282
-5.71769333333333;48.60822;5.96228875783622;11.2134342608995;24432
-5.71580833333333;48.6102183333333;5.85647727345652;11.4939838221379;24462
-5.71403833333333;48.6122833333333;5.56731348060862;11.4146842165681;24515
-5.71318333333333;48.61333;5.36725184349885;11.510108722501;24521
-5.701505;48.6317733333333;4.30945393637376;11.8401273803667;24863
-5.70004333333333;48.6338616666667;4.62294641242785;12.0431871456812;24905
-5.701505;48.6317733333333;4.30945393637376;11.8401273803667;24920
-5.69811833333333;48.6364833333333;4.4120597184308;12.1220344496739;24949
